iata,name,city,state,country,latitude,longitude
SVA,Savoonga Airport,Savoonga,,USA,63.6864,-170.493
SHH,Shishmaref Airport,Shishmaref,,USA,66.2496,-166.089
RBY,Ruby Airport,Ruby,,USA,64.7272,-155.47
PHO,Point Hope Airport,Point Hope,,USA,68.3488,-166.799
MYU,Mekoryuk Airport,Mekoryuk,,USA,60.3714,-166.271
KVL,Kivalina Airport,Kivalina,,USA,67.7362,-164.563
KSM,St Marys Airport,St Mary's,,USA,62.0605,-163.302
KAL,Kaltag Airport,Kaltag,,USA,64.3191,-158.741
HPB,Hooper Bay Airport,Hooper Bay,,USA,61.5239,-166.147
GAM,Gambell Airport,Gambell,,USA,63.7668,-171.733
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,,USA,70.4673,-157.436
ANV,Anvik Airport,Anvik,,USA,62.6467,-160.191
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,,USA,68.1336,-151.743
,Fort Worth NAS,Dallas,,USA,32.769167,-97.441528
GYY,Gary Chicago International Airport,Gary,,USA,41.6163,-87.4128
BRD,Brainerd Lakes Rgnl,Brainerd,,USA,46.398308,-94.138078
LWB,Greenbrier Valley Airport,Lewisburg,,USA,37.858333,-80.399444
PGV,Pitt-Greenville Airport,Greenville,,USA,35.635278,-77.385278
CYF,Chefornak Airport,Chefornak,,USA,60.149167,-164.285556
OXR,Oxnard - Ventura County,Oxnard,,USA,34.200833,-119.207222
BKG,Branson LLC,Branson,,USA,36.531994,-93.200556
ZBP,Penn Station,Baltimore,,USA,39.307222,-76.615556
ZYP,Penn Station,New York,,USA,40.7505,-73.9935
SCH,Stratton ANGB - Schenectady County Airpor,Scotia NY,,USA,42.85245555,-73.92886667
UST,Northeast Florida Regional Airport,St. Augustine,FL,USA,29.959167,-81.339722
STS,Charles M Schulz Sonoma Co,Santa Rosa,,USA,38.508978,-122.81288
ISM,Kissimmee Gateway Airport,Kissimmee,,USA,28.289806,-81.437083
LCQ,Lake City Municipal Airport,Lake City,,USA,30.181944,-82.576944
,DeLand Municipal Airport,DeLand,,USA,29.066944,-81.283889
,Haller Airpark Airport,Green Cove Springs,,USA,29.903021,-81.685923
LGU,Logan-Cache,Logan,,USA,41.791,-111.852
BMC,Brigham City,Brigham City,,USA,41.552,-112.062
MLD,Malad City,Malad City,,USA,42.17,-112.289
ASE,Aspen Pitkin County Sardy Field,Aspen,,USA,39.2232,-106.869
HHH,Hilton Head,Hilton Head,,USA,32.216,-80.752
ZFV,Philadelphia 30th St Station,Philadelphia,,USA,39.9557,-75.182
BWD,KBWD,Brownwood,,USA,31.7936111,-98.9565
LXY,Mexia - Limestone County Airport,Mexia,,USA,31.6411783,-96.5144594
ERV,Kerrville Municipal Airport,Kerrville,,USA,29.9766667,-99.0854722
GED,Sussex Co,Georgetown,,USA,38.689194,-75.358889
GBN,Great Bend Municipal,Great Bend,,USA,38.344167,-98.859167
HYS,Hays Regional Airport,Hays,,USA,38.8422,-99.2732
SUS,Spirit Of St Louis,Null,,USA,38.662119,-90.652044
LYU,Ely Municipal,Ely,,USA,47.824444,-91.830833
GPZ,Grand Rapids Itasca County,Grand Rapids MN,,USA,47.211111,-93.509722
TVF,Thief River Falls,Thief River Falls,,USA,48.065556,-96.185
EGV,Eagle River,Eagle River,,USA,45.932333,-89.268283
ARV,Lakeland,Minocqua - Woodruff,,USA,45.927778,-89.730833
IKV,Ankeny Regl Airport,Ankeny,,USA,41.691389,-93.566389
NGP,Corpus Christi NAS,Corpus Christi,,USA,27.692701,-97.290376
AVX,Avalon,Catalina Island,,USA,33.405,-118.415833
MHV,Mojave,Mojave,,USA,35.059364,-118.151856
KEH,Kenmore Air Harbor Inc Seaplane Base,Kenmore,,USA,47.7548,-122.259
HUT,Hutchinson Municipal Airport,Hutchinson,,USA,38.0655,-97.8606
EGA,Eagle County Airport,Eagle,,USA,39.6427611,-106.9159347
,Oak Lawn Train Station,Oak Lawn,,USA,41.7198243,-87.7488327
,Wrigleyville,Chicago,,USA,41.94895807,-87.6587534
STJ,Rosecrans Mem,Rosecrans,,USA,39.771944,-94.909706
ZRT,Hartford Union Station,Hartford,,USA,41.76888,-72.6815
ZTF,Stamford Amtrak Station,Stamford,,USA,41.046937,-73.541493
ZRP,Newark Penn Station,Newark,,USA,40.734722,-74.164167
VOK,Volk Fld,Camp Douglas,,USA,43.938956,-90.253433
BFT,BFT County Airport,Beauford,,USA,32.41083,-80.635
GUC,Gunnison - Crested Butte,Gunnison,,USA,38.533889,-106.933056
TOA,Zamperini Field Airport,Torrance,,USA,33.803392,-118.339611
MBL,Manistee County-Blacker Airport,Manistee,,USA,44.2725,-86.246944
,Hickam Air Force Base,Honolulu,,USA,21.318681,-157.922427
PGD,Charlotte County-Punta Gorda Airport,Punta Gorda,,USA,26.919722,-81.990556
JGC,Grand Canyon Heliport,Grand Canyon,,USA,35.96666666,-112.1333333
WFK,Northern Aroostook Regional Airport,Frenchville,,USA,47.285556,-68.312778
JHW,Chautauqua County-Jamestown,Jamestown,,USA,42.153333,-79.258056
SME,Lake Cumberland Regional Airport,Somerset,,USA,37.053611,-84.615556
SHD,Shenandoah Valley Regional Airport,Weyers Cave,,USA,38.263889,-78.896389
DVL,Devils Lake Regional Airport,Devils Lake,,USA,48.114444,-98.908611
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,,USA,46.7975,-102.801944
SDY,Sidney-Richland Municipal Airport,Sidney,,USA,47.706944,-104.1925
CDR,Chadron Municipal Airport,Chadron,,USA,42.8375,-103.095556
AIA,Alliance Municipal Airport,Alliance,,USA,42.053333,-102.803889
MCK,McCook Regional Airport,McCook,,USA,40.206389,-100.592222
MTH,Florida Keys Marathon Airport,Marathon,,USA,24.726111,-81.051389
GDV,Dawson Community Airport,Glendive,,USA,47.138611,-104.807222
OLF,LM Clayton Airport,Wolf Point,,USA,48.094444,-105.575
WYS,Yellowstone Airport,West Yellowstone,,USA,44.688333,-111.1175
ALS,San Luis Valley Regional Airport,Alamosa,,USA,37.435,-105.866667
CNY,Canyonlands Field,Moab,,USA,38.755,-109.754722
ELY,Ely Airport,Ely,,USA,39.299722,-114.841944
VEL,Vernal Regional Airport,Vernal,,USA,40.440833,-109.51
SRR,Sierra Blanca Regional Airport,Ruidoso,,USA,33.46285,-105.534751
SOW,Show Low Regional Airport,Show Low,,USA,34.265556,-110.005556
MYL,McCall Municipal Airport,McCall,,USA,44.889722,-116.101389
SMN,Lemhi County Airport,Salmon,,USA,45.123889,-113.881389
MMH,Mammoth Yosemite Airport,Mammoth Lakes,,USA,37.624049,-118.837772
FRD,Friday Harbor Airport,Friday Harbor,,USA,48.521944,-123.024444
ESD,Orcas Island Airport,Eastsound,,USA,48.708056,-122.910556
OTS,Anacortes Airport,Anacortes,,USA,48.498889,-122.6625
AST,Astoria Regional Airport,Astoria,,USA,46.157972,-123.878694
ONP,Newport Municipal Airport,Newport,,USA,44.580361,-124.057917
EMK,Emmonak Airport,Emmonak,,USA,62.786111,-164.490833
UNK,Unalakleet Airport,Unalakleet,,USA,63.888333,-160.798889
UUK,Ugnu-Kuparuk Airport,Kuparuk,,USA,70.330833,-149.5975
SHX,Shageluk Airport,Shageluk,,USA,62.692222,-159.569167
CHU,Chuathbaluk Airport,Chuathbaluk,,USA,61.579167,-159.215556
NUI,Nuiqsut Airport,Nuiqsut,,USA,70.21,-151.005556
EEK,Eek Airport,Eek,,USA,60.213611,-162.043889
KUK,Kasigluk Airport,Kasigluk,,USA,60.873333,-162.524444
KWT,Kwethluk Airport,Kwethluk,,USA,60.790278,-161.443611
KWK,Kwigillingok Airport,Kwigillingok,,USA,59.876389,-163.168611
MLL,Marshall Don Hunter Sr. Airport,Marshall,,USA,61.8646418,-162.026111
RSH,Russian Mission Airport,Russian Mission,,USA,61.775,-161.319444
WTL,Tuntutuliak Airport,Tuntutuliak,,USA,60.335278,-162.666944
KEK,Ekwok Airport,Ekwok,,USA,59.356944,-157.471111
KGK,Koliganek Airport,Koliganek,,USA,59.726667,-157.259444
KLL,Levelock Airport,Levelock,,USA,59.128056,-156.858611
KMO,Manokotak Airport,Manokotak,,USA,58.990278,-159.05
TWA,Twin Hills Airport,Twin Hills,,USA,59.074444,-160.275
CIK,Chalkyitsik Airport,Chalkyitsik,,USA,66.645,-143.74
EAA,Eagle Airport,Eagle,,USA,64.778056,-141.149722
HUS,Hughes Airport,Hughes,,USA,66.039167,-154.264722
HSL,Huslia Airport,Huslia,,USA,65.697778,-156.351389
LIV,Livingood Airport,Livingood,,USA,65.531111,-148.541111
MNT,Minto Airport,Minto,,USA,65.143611,-149.37
NUL,Nulato Airport,Nulato,,USA,64.729444,-158.074167
RMP,Rampart Airport,Rampart,,USA,65.507778,-150.140833
TAL,Tanana Airport,Tanana,,USA,65.179556,-152.075833
VEE,Venetie Airport,Venetie,,USA,67.008611,-146.366389
WBQ,Beaver Airport,Beaver,,USA,66.362222,-147.406667
CEM,Central Airport,Central,,USA,65.573889,-144.780833
SHG,Shungnak Airport,Shungnak,,USA,66.888056,-157.1625
KBC,Birch Creek Airport,Brich Creek,,USA,66.256708,-145.815319
CXF,Coldfoot Airport,Coldfoot,,USA,67.251389,-150.176111
IYK,Inyokern Airport,Inyokern,,USA,35.658889,-117.829444
VIS,Visalia Municipal Airport,Visalia,,USA,36.318611,-119.392778
MCE,Merced Municipal Airport,Merced,,USA,37.284722,-120.513889
,Phoenix Goodyear,Goodyear,,USA,33.423725,-112.374456
,Park City,Park City,,USA,40.659444,-111.4997222
AGN,Angoon Seaplane Base,Angoon,,USA,57.503611,-134.585
ELV,Elfin Cove Seaplane Base,Elfin Cove,,USA,58.195278,-136.3475
TKE,Tenakee Seaplane Base,Tenakee Springs,,USA,57.779722,-135.218333
PEC,Pelican Seaplane Base,Pelican,,USA,57.955278,-136.236389
CYM,Chatham Seaplane Base,Sitka,,USA,57.515,-134.946111
FNR,Funter Bay Seaplane Base,Funter Bay,,USA,58.254444,-134.897778
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,,USA,58.420556,-135.449167
HNH,Hoonah Airport,Hoonah,,USA,58.096111,-135.409722
AFE,Kake Airport,Kake,,USA,56.961389,-133.910278
CGA,Craig Seaplane Base,Craig,,USA,55.478889,-133.147778
HYL,Hollis Seaplane Base,Hollis,,USA,55.481667,-132.646111
MTM,Metlakatla Seaplane Base,Metakatla,,USA,55.131111,-131.578056
KTB,Thorne Bay Seaplane Base,Thorne Bay,,USA,55.688056,-132.536667
HYG,Hydaburg Seaplane Base,Hydaburg,,USA,55.206389,-132.828333
WHD,Hyder Seaplane Base,Hyder,,USA,55.903333,-130.006667
KPB,Point Baker Seaplane Base,Point Baker,,USA,56.351944,-133.6225
PPV,Port Protection Seaplane Base,Port Protection,,USA,56.328889,-133.61
WWP,North Whale Seaplane Base,North Whale Pass,,USA,56.116389,-133.121667
KCQ,Chignik Lake Airport,Chignik Lake,,USA,56.255,-158.775278
EGX,Egegik Airport,Egegik,,USA,58.185556,-157.375556
KCL,Chignik Lagoon Airport,Chignik Lagoon,,USA,56.311111,-158.534167
KBW,Chignik Bay Seaplane Base,Chignik,,USA,56.295556,-158.401398
KPV,Perryville Airport,Perryville,,USA,55.906667,-159.160833
PIP,Pilot Point Airport,Pilot Point,,USA,57.585393,-157.571944
WSN,South Naknek Airport,South Naknek,,USA,58.702222,-157.0025
AKK,Akhiok Airport,Akhiok,,USA,56.938611,-154.1825
KYK,Karuluk Airport,Karluk,,USA,57.566944,-154.450278
KLN,Larsen Bay Airport,Larsen Bay,,USA,57.535,-153.976667
OLH,Old Harbor Airport,Old Harbor,,USA,57.218056,-153.269722
KOZ,Ouzinkie Airport,Ouzinkie,,USA,57.922876,-152.500511
ORI,Port Lions Airport,Port Lions,,USA,57.885278,-152.846111
ALZ,Alitak Seaplane Base,Lazy Bay,,USA,56.899444,-154.247778
AOS,Amook Bay Seaplane Base,Amook Bay,,USA,57.471389,-153.815278
KKB,Kitoi Bay Seaplane Base,Kitoi Bay,,USA,58.190833,-152.370556
KMY,Moser Bay Seaplane Base,Moser Bay,,USA,57.025556,-154.145833
KOY,Olga Bay Seaplane Base,Olga Bay,,USA,57.161389,-154.229722
KPY,Port Bailey Seaplane Base,Port Bailey,,USA,57.93,-153.040556
KPR,Port Williams Seaplane Base,Port Williams,,USA,58.49,-152.582222
SYB,Seal Bay Seaplane Base,Seal Bay,,USA,58.166667,-152.5
WSJ,San Juan - Uganik Seaplane Base,San Juan,,USA,57.730278,-153.320556
KWP,West Point Village Seaplane Base,West Point,,USA,57.77,-153.548889
KZB,Zachar Bay Seaplane Base,Zachar Bay,,USA,57.55,-153.75
ABL,Ambler Airport,Ambler,,USA,67.106389,-157.8575
BKC,Buckland Airport,Buckland,,USA,65.981667,-161.149167
IAN,Bob Baker Memorial Airport,Kiana,,USA,66.975833,-160.436667
OBU,Kobuk Airport,Kobuk,,USA,66.912222,-156.897222
ORV,Robert Curtis Memorial Airport,Noorvik,,USA,66.8175,-161.022222
WLK,Selawik Airport,Selawik,,USA,66.6,-159.985833
KTS,Brevig Mission Airport,Brevig Mission,,USA,65.331389,-166.465833
ELI,Elim Airport,Elim,,USA,64.615,-162.270556
GLV,Golovin Airport,Golovin,,USA,64.550556,-163.007222
TLA,Teller Airport,Teller,,USA,65.240278,-166.339444
WAA,Wales Airport,Wales,,USA,65.6225,-168.095
WMO,White Mountain Airport,White Mountain,,USA,64.689167,-163.412778
CIL,Council Airport,Council,,USA,64.897778,-163.703333
KKA,Koyuk Alfred Adams Airport,Koyuk,,USA,64.939444,-161.154167
SMK,St. Michael Airport,St. Michael,,USA,63.49,-162.110278
SKK,Shaktoolik Airport,Shaktoolik,,USA,64.371111,-161.223889
WBB,Stebbins Airport,Stebbins,,USA,63.515833,-162.278056
TNC,Tin City LRRS Airport,Tin City,,USA,65.563056,-167.921667
AKB,Atka Airport,Atka,,USA,52.220278,-174.206389
IKO,Nikolski Air Station,Nikolski,,USA,52.941667,-168.848889
ICY,Icy Bay Airport,Icy Bay,,USA,59.968889,-141.661667
CYT,Yakataga Airport,Yakataga,,USA,60.081901,-142.493611
AUK,Alakanuk Airport,Alakanuk,,USA,62.68,-164.66
SXP,Sheldon Point Airport,Nunam Iqua,,USA,62.520556,-164.847778
KPN,Kipnuk Airport,Kipnuk,,USA,59.933056,-164.030556
KFP,False Pass Airport,False Pass,,USA,54.8475,-163.410278
NLG,Nelson Lagoon,Nelson Lagoon,,USA,56.0075,-161.160278
PML,Port Moller Airport,Cold Bay,,USA,56.006111,-160.560833
KLW,Klawock Airport,Klawock,,USA,55.579167,-133.076111
KWN,Quinhagak Airport,Quinhagak,,USA,59.755,-161.845278
KOT,Kotlik Airport,Kotlik,,USA,63.030556,-163.532778
KYU,Koyukuk Airport,Koyukuk,,USA,64.875833,-157.730556
SCM,Scammon Bay Airport,Scammon Bay,,USA,61.845278,-165.571389
NNL,Nondalton Airport,Nondalton,,USA,59.966944,-154.851667
PDB,Pedro Bay Airport,Pedro Bay,,USA,59.782222,-154.1325
NUP,Nunapitchuk Airport,Nunapitchuk,,USA,60.905833,-162.439167
KKH,Kongiganak Airport,Kongiganak,,USA,59.960833,-162.881111
NIB,Nikolai Airport,Nikolai,,USA,63.010833,-154.383889
TCT,Takotna Airport,Takotna,,USA,62.971944,-156.082778
PQS,Pilot Station Airport,Pilot Station,,USA,61.934444,-162.899444
AKI,Akiak Airport,Akiak,,USA,60.902778,-161.230556
TLT,Tuluksak Airport,Tuluksak,,USA,61.096944,-160.969444
KGX,Grayling Airport,Grayling,,USA,62.894444,-160.065
AIN,Wainwright Airport,Wainwright,,USA,70.638056,-159.994722
NCN,Chenega Bay Airport,Chenega,,USA,60.077222,-147.991944
CZN,Chisana Airport,Chisana,,USA,62.071111,-142.048333
6K8,Tok Junction Airport,Tok,,USA,63.329444,-142.953611
IRC,Circle City Airport,Circle,,USA,65.827778,-144.076111
KCC,Coffman Cove Seaplane Base,Coffman Cove,,USA,56.014722,-132.833889
CKD,Crooked Creek Airport,Crooked Creek,,USA,61.867778,-158.135
RDV,Red Devil Airport,Red Devil,,USA,61.788056,-157.350278
SLQ,Sleetmute Airport,Sleetmute,,USA,61.700566,-157.165833
SRV,Stony River 2 Airport,Stony River,,USA,61.7875,-156.591111
HKB,Healy River Airport,Healy,,USA,63.8675,-148.968889
KAE,Kake Seaplane Base,Kake,,USA,56.973056,-133.945556
AQC,Klawock Seaplane Base,Klawock,,USA,55.554658,-133.101693
MHM,Minchumina Airport,Lake Minchumina,,USA,63.886111,-152.301944
MLY,Manley Hot Springs Airport,Manley Hot Springs,,USA,64.9975,-150.644167
STG,St. George Airport,St. George,,USA,56.577222,-169.663611
TEK,Tatitlek Airport,Tatitlek,,USA,60.8725,-146.691111
WFB,Ketchikan harbor Seaplane Base,Ketchikan,,USA,55.344444,-131.663333
,Lancaster Amtrak Station,Lancaster,,USA,40.05,-76.31
,Ardmore Amtrak Station,Ardmore,,USA,40.01,-75.29
,Metropark Amtrak Station,Iselin,,USA,40.568,-74.3275
CPS,St. Louis Downtown Airport,East St. Louis,,USA,38.5707244,-90.1562211
,Newport News Amtrak Station,Newport News,,USA,37.0228,-76.4519
,Portland Union Station,Portland,,USA,45.529,-122.6768
,Westport Amtrak Station,Westport,,USA,44.1871,-73.4519
,Trenton Amtrak Station,Trenton,,USA,40.21889,-74.75417
,North Philadelphia Amtrak Station,Philadelphia,,USA,39.9969556,-75.1487722
,Herbert Glacier,Juneau,,USA,58.571385,-134.607754
,Seattle Cruise Terminal,Seattle,,USA,47.615884,-122.330017
,Juneau Cruise Pier,Juneau,,USA,58.335451,-134.414978
,Skagway Cruise Pier,Skagway,,USA,59.470896,-135.31723
,Ketchikan Cruise Pier,Ketchikan ,,USA,55.346327,-131.644707
MRB,Eastern WV Regional Airport,Martinsburg,,USA,39.2407,-77.591
RKH,Rock Hill York Co Bryant Airport,Rock Hill,,USA,34.9878,-81.0572
AGC,Allegheny County Airport,Pittsburgh,,USA,40.3544,-79.9302
NZC,Cecil Field,Jacksonville,,USA,30.2187,-81.8767
FTY,Fulton County Airport Brown Field,Atlanta,,USA,33.7791,-84.5214
,Four Corners,Four Corners,,USA,36.998976,-109.045172
60J,Ocean Isle Beach Airport,Ocean Isle Beach,,USA,33.9085056,-78.4366722
OSU,Ohio State University Airport,Columbus,,USA,40.0798,-83.073
ADS,Addison,Addison,,USA,32.9685594,-96.8364478
DTS,Destin,Destin,,USA,30.4000611,-86.4714772
RBN,Fort Jefferson,Fort Jefferson - Dry Tortugas,,USA,24.61667,-82.86667
ISO,Kinston Regional Jetport,Kinston,,USA,35.331389,-77.608889
FFA,First Flight Airport,Kill Devil Hills,,USA,36.02,-75.67
PVU,Provo Municipal Airport,Provo,,USA,40.21805555,-111.7222222
SBS,Steamboat Springs Airport-Bob Adams Field,Steamboat Springs,,USA,40.51625,-106.8663056
DTA,Delta Municipal Airport,Delta,,USA,39.3806386,-112.5077147
RIF,Richfield Minicipal Airport,Richfield,,USA,38.7364361,-112.0989444
PUC,Carbon County Regional-Buck Davis Field,Price,,USA,39.609722,-110.75278
LAM,Los Alamos Airport,Los Alamos,,USA,35.8798019,-106.2694153
BXS,Borrego Valley Airport,Borrego Springs,,USA,33.2590278,-116.3209722
HII,Lake Havasu City Airport,Lake Havasu City,,USA,34.5711111,-114.3582778
INW,Winslow-Lindbergh Regional Airport,Winslow,,USA,35.0219167,-110.7225278
DGL,Douglas Municipal Airport,Douglas,,USA,31.3426028,-109.5064544
BOW,Bartow Municipal Airport,Bartow,,USA,27.9434,-81.7834
LVK,Livermore Municipal,Livermore,,USA,37.41362,-121.49133
MPI,MariposaYosemite,Mariposa,,USA,37.3039,-120.0222
,Liskeard Station,Liskeard,,USA,50.44708,-4.46753
,Neets Bay,Ketchikan,,USA,55.778889,-131.601389
TRM,Jacqueline Cochran Regional Airport,Palm Springs,,USA,33.626666,-116.1596667
SMO,Santa Monica Municipal Airport,Santa Monica,,USA,34.0158333,-118.4513056
UDD,Bermuda Dunes Airport,Palm Springs,,USA,33.7484375,-116.2748133
ZSY,Scottsdale Airport,Scottsdale,,USA,33.6228889,-111.9105278
OLM,Olympia Regional Airpor,Olympia,,USA,46.9694044,-122.9025447
DWA,Yolo County Airport,Davis-Woodland-Winters,,USA,38.5793889,-121.8569444
RIL,Garfield County Regional Airport,Rifle,,USA,39.5263056,-107.7269444
SAA,Shively Field Airport,SARATOGA,,USA,41.4448594,-106.8235264
PDK,Dekalb-Peachtree Airport,Atlanta,,USA,33.8756111,-84.3019722
BMG,Monroe County Airport,Bloomington,,USA,39.1460208,-86.6166805
SUA,Witham Field Airport,Stuart,,USA,27.1816996,-80.221294
MMU,Morristown Municipal Airport,Morristown,,USA,40.79935,-74.4148747
APC,Napa County Airport,Napa,,USA,38.2131944,-122.2806944
SDM,Brown Field Municipal Airport,San Diego,,USA,32.5722722,-116.9801611
PHK,Pahokee Airport,Pahokee,,USA,26.789,-80.692
,Venice Municipal,Venice,,USA,27.42439,-82.262364
,Pahokee,Pahokee,,USA,26.471041,-80.413591
ECP,Panama City-NW Florida Bea.,Panama City,,USA,30.3417,-85.7973
SBD,San Bernardino International Airport,San Bernardino,,USA,34.0953521,-117.2348722
SQL,San Carlos Airport,San Carlos,,USA,37.511944,-122.249444
RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,,USA,35.8563,-77.8919
,Whittier Airport,Whittier,,USA,60.7772125,-148.7215775
SXQ,Soldotna Airport,Soldotna,,USA,60.4749583,-151.0382389
SEE,Gillespie,El Cajon,,USA,32.8262222,-116.9724444
,San Clemente Island Nalf,San Clemente Island,,USA,33.022744,-118.588489
TKF,Truckee-Tahoe Airport,Truckee,,USA,39.3200422,-120.1395628
,Detroit Amtrak Station,Detroit,,USA,42.368097,-83.072397
,Ventura Amtrak,Ventura,,USA,34.27833,-119.29222
MGR,Moultrie Municipal Airport,Moultrie,,USA,31.0849167,-83.80325
RYY,Cobb County Airport-Mc Collum Field,Atlanta,,USA,34.0131569,-84.5970556
ONH,Oneonta Municipal Airport,Oneonta,,USA,42.524722,-75.064444
4U9,Dell Flight Strip,Dell,,USA,44.7357483,-112.7200133
LVM,Mission Field Airport,Livingston-Montana,,USA,45.6993889,-110.4483056
6S0,Big Timber Airport,Big Timber,,USA,45.8063889,-109.9811111
BIV,Tulip City Airport,Holland,,USA,42.7427778,-86.1078333
,Monument Valley Airport,Monument Valley,,USA,37.0167,-110.201
JRA,West 30th St. Heliport,New York,,USA,40.7545,-74.0071
LAL,Lakeland Linder Regional Airport,Lakeland,,USA,27.9889167,-82.0185556
,Fort Lauderdale Cruise Terminal,Fort Lauderdale,,USA,26.0882,-80.115373
,Miami Cruise Terminal,Miami,,USA,25.779701,-80.177279
,Los Angeles San Pedro Cruise Terminal,Los Angeles,,USA,33.747198,-118.276856
,Kailua Kona Harbor,Kailua Kona Hawaii,,USA,19.635393,-155.998328
,Kauai Cruise Terminal Nawiliwili,Nawiliwili Kauai Hawaii,,USA,21.954549,-159.355981
,Hilo Cruise Terminal Hawaii,Hilo Hawaii,,USA,19.730967,-155.054094
,Honolulu Cruise Terminal Oahu,Honolulu Oahu,,USA,21.301185,-157.865671
,Lahaina Harbor Maui Hawaii,Lahaina Maui Hawaii,,USA,20.876456,-156.683235
,Seattle Cruise Terminal,Seattle WA,,USA,47.611241,-122.350026
IDL,Idlewild Intl,New York,,USA,40.639751,-73.778924
RBK,French Valley Airport,Murrieta-Temecula,,USA,33.5741791,-117.1284732
,Anchorage Main Station,Anchorage Alaska,,USA,61.221749,-149.890852
,Seward Train Station,Seward Alaska,,USA,60.121586,-149.439983
PCW,Erie-Ottawa Regional Airport,Port Clinton,,USA,41.5162703,-82.8694868
MGY,Dayton-Wright Brothers Airport,Dayton,,USA,39.5889722,-84.2248611
RID,Richmond Municipal Airport,Richmond,,USA,39.7561006,-84.8427175
FDY,Findlay Airport,Findley,,USA,41.0120278,-83.6686111
SPF,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,,USA,44.4811407,-103.7860053
OLV,Olive Branch Muni,Olive Branch,,USA,34.876944,-89.783333
BJC,Rocky Mountain Metropolitan Airport,Broomfield-CO,,USA,39.90888888,-105.1172222
,Minot Train Station,Minot,,USA,48.2361,-101.2987
,Havre Train Station,Havre,,USA,48.55457,-109.67836
,Wishram Train Station,Wishram,,USA,45.6576,-120.9664
SLE,McNary Field,Salem,,USA,44.9095,-123.003
UTM,Tunica Municipal Airport,Tunica,,USA,34.681,-90.3467
MWC,Lawrence J Timmerman Airport,Milwaukee,,USA,43.1103889,-88.0344167
JVL,Southern Wisconsin Regional Airport,Janesville,,USA,42.62025,-89.0415556
GKY,Arlington Municipal,Arlington,,USA,32.6638611,-97.0942778
LZU,Gwinnett County Airport-Briscoe Field,Lawrenceville,,USA,33.9780761,-83.9623772
BWG,Bowling Green-Warren County Regional Airport,Bowling Green,,USA,36.9645278,-86.4196667
RVS,Richard Lloyd Jones Jr Airport,Tulsa,,USA,36.0396111,-95.9846389
,Emeryville Amtrak Station,Emeryville,,USA,37.8405149,-122.29134
,Bakersfield Amtrak Station,Bakersfield,,USA,35.372159,-119.008393
BCE,Bryce Canyon,Bryce Canyon,,USA,37.706444,-112.145806
BUY,Burlington-Alamance Regional Airport,Burlington,,USA,36.0485433,-79.4748892
JCI,New Century AirCenter Airport,Olathe,,USA,38.8309167,-94.8903056
ESN,Easton-Newnam Field Airport,Easton,,USA,38.8041667,-76.069
R49,Ferry County Airport,Republic,,USA,48.7182058,-118.6564714
MYV,Yuba County Airport,Yuba City,,USA,39.0553,-121.3411
DUC,Halliburton Field Airport,Duncan,,USA,34.4713056,-97.9598611
,Port Authority Bus Terminal,New York,,USA,40.75616,-73.9906
E91,Chinle Municipal Airport,Chinle,,USA,36.1108806,-109.5754222
UVA,Garner Field,Uvalde,,USA,29.215429,-99.748962
LOT,Lewis University Airport,Lockport,,USA,41.606326,-88.083003
C16,Frasca Field,Urbana,,USA,40.144979,-88.200197
CCR,Buchanan Field Airport,Concord,,USA,37.9896667,-122.0568889
OCA,Key Largo,Ocean Reef Club Airport,,USA,25.325393,-80.274775
,Denver Union Station,Denver,,USA,39.753187,-105.000093
,DELETE,DELETE,,USA,-1.1111,-1.1111
,Ohio University Airport,Athens,,USA,39.2118928,-82.2292554
SGH,Springfield-Beckly Municipal Airport,Springfield,,USA,39.8402778,-83.8401667
MPB,Miami Seaplane Base,Miami,,USA,25.7783,-80.1703
TOP,Philip Billard Muni,Topeka,,USA,39.068657,-95.622482
EMP,Emporia Municipal Airport,Emporia,,USA,38.3321,-96.1912
,Benson Airstrip,Uvalde,,USA,29.229405,-99.823947
,Rough River State Park,Null,,USA,37.609778,-86.506925
,Smyrna Airport,Smyrna,,USA,36.009,-86.5201
,Franklin County Airport,Sewanee,,USA,35.2051,-85.8981
TKI,Collin County Regional Airport at Mc Kinney,DALLAS,,USA,33.1779444,-96.5905278
PWK,Chicago Executive,Chicago-Wheeling,,USA,42.1142897,-87.9015376
KLS,Kelso Longview,Kelso,,USA,46.118,-122.898389
3W2,Put-in-Bay Airport,Put-in-Bay,,USA,41.3521,-82.497
,Glenwood Springs Train Station,Glenwood Springs,,USA,39.548,-107.3233
,Grand Junction Train Station,Grand Junction,,USA,39.0646,-108.5705
,Reno Amtrak Station,Reno,,USA,39.5287,-119.8116
,Sacramento Amtrak Station,Sacramento,,USA,38.584791,-121.500517
TWD,Jefferson County Intl,Port Townsend,,USA,48.0314,-122.4838
38W,Lynden Airport,Lynden,,USA,48.9558961,-122.4581183
0S9,Jefferson County Intl,Port Townsend,,USA,48.0538086,-122.8106436
,Boston South Station,Boston,,USA,42.35,-71.0558
